Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,group,n_genes,organism,go_library,input_genes,p_adj_global
GO_Biological_Process_2021,negative regulation of cell-cell adhesion (GO:0022408),2/41,0.0178804597481127,0.0770235189149472,0,0,10.392987964416536,41.82186992516352,SPINT2;KLF4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of cell development (GO:0060284),2/41,0.0178804597481127,0.0770235189149472,0,0,10.392987964416536,41.82186992516352,GRN;IL1B,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,T cell differentiation (GO:0030217),2/41,0.0178804597481127,0.0770235189149472,0,0,10.392987964416536,41.82186992516352,SPI1;FCER1G,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,ribosome (GO:0005840),2/62,0.0385451967593685,0.0770903935187371,0,0,6.748299319727892,21.97194825947037,APEX1;RPS11,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,specific granule lumen (GO:0035580),2/62,0.0385451967593685,0.0770903935187371,0,0,6.748299319727892,21.97194825947037,CFP;LYZ,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,Fc-epsilon receptor signaling pathway (GO:0038095),3/111,0.0182312795363317,0.0782611023998631,0,0,5.6678121420389465,22.69741404703137,FCER1G;FCER1A;RAC1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,Fc receptor signaling pathway (GO:0038093),3/112,0.0186665018739365,0.0797775648889746,0,0,5.615530123900501,22.35556415568353,FCER1G;FCER1A;RAC1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of nervous system development (GO:0051960),2/42,0.0187140554000922,0.0797775648889746,0,0,10.13265306122449,40.31256172341721,IL1B;TYMP,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of gene expression (GO:0010468),11/1079,0.0188863609877508,0.080234471506583,0,0,2.1793544586121283,8.650544905779224,CD74;SPI1;TYROBP;GPX1;GSN;IL1B;CTSH;LGALS9;KLF4;AIF1;ACTG1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,response to lipid (GO:0033993),3/114,0.0195542061325188,0.0817036912600784,0,0,5.513792142658122,21.694372855325803,IL1B;CTSH;LGALS9,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of cytokine production involved in inflammatory response (GO:1900015),2/43,0.0195637897091908,0.0817036912600784,0,0,9.885017421602788,38.888398778373954,PYCARD;PLD4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of proteolysis (GO:0045861),2/43,0.0195637897091908,0.0817036912600784,0,0,9.885017421602788,38.888398778373954,CST3;CSTB,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,glutathione metabolic process (GO:0006749),2/43,0.0195637897091908,0.0817036912600784,0,0,9.885017421602788,38.888398778373954,GPX1;GSTP1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of T cell differentiation (GO:0045582),2/43,0.0195637897091908,0.0817036912600784,0,0,9.885017421602788,38.888398778373954,HLA-DRA;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,cellular response to lectin (GO:1990858),3/115,0.0200066955758206,0.0829907372034042,0,0,5.464285714285714,21.374582401694408,TYROBP;FCER1G;CLEC10A,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,stimulatory C-type lectin receptor signaling pathway (GO:0002223),3/115,0.0200066955758206,0.0829907372034042,0,0,5.464285714285714,21.374582401694408,TYROBP;FCER1G;CLEC10A,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of biosynthetic process (GO:0009891),2/44,0.0204294838615153,0.0838970803912895,0,0,9.649173955296405,37.54277574025534,CYBA;VIM,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of cell-matrix adhesion (GO:0001954),2/44,0.0204294838615153,0.0838970803912895,0,0,9.649173955296405,37.54277574025534,RAC1;S100A10,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of stress fiber assembly (GO:0051496),2/44,0.0204294838615153,0.0838970803912895,0,0,9.649173955296405,37.54277574025534,RAC1;S100A10,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,late endosome lumen (GO:0031906),1/9,0.0441188457824273,0.0868370932860473,0,0,25.116161616161616,78.3842312444799,CTSH,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893),2/45,0.0213109604144821,0.0872262565802061,0,0,9.424299952539156,36.26973658038426,SPI1;KLF4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,autophagosome (GO:0005776),2/69,0.0467626402187707,0.0878789637911156,0,0,6.041120925982333,18.501963939065423,FTH1;GABARAP,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,glutamatergic synapse (GO:0098978),2/69,0.0467626402187707,0.0878789637911156,0,0,6.041120925982333,18.501963939065423,RAC1;ACTB,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,cell-cell junction (GO:0005911),4/271,0.0471415794607585,0.0878789637911156,0,0,3.063826466916354,9.358763946822071,ANXA2;ACTB;S100A11;ACTG1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,membrane raft (GO:0045121),3/163,0.0484525934448118,0.0878789637911156,0,0,3.815721649484536,11.550835868914136,ANXA2;LAMTOR1;S100A10,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,autolysosome (GO:0044754),1/10,0.0489003911418304,0.0878789637911156,0,0,22.32435465768799,67.37423003045056,FTH1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Cellular_Component_2021,clathrin coat of coated pit (GO:0030132),1/10,0.0489003911418304,0.0878789637911156,0,0,22.32435465768799,67.37423003045056,AP2S1,6,100,human,GO_Cellular_Component_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of inflammatory response (GO:0050728),4/212,0.0218526553311166,0.0889410445446672,0,0,3.9447115384615374,15.082339638005845,GRN;GSTP1;KLF4;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,innate immune response activating cell surface receptor signaling pathway (GO:0002220),3/119,0.0218742991047355,0.0889410445446672,0,0,5.274795591894774,20.16260489683167,TYROBP;FCER1G;CLEC10A,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,vesicle organization (GO:0016050),2/46,0.0222080432575084,0.0900010174120077,0,0,9.20964749536178,35.063897787087264,SRGN;LAMTOR1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of protein modification process (GO:0031401),4/214,0.022526053078824,0.0902907453071286,0,0,3.906746031746032,14.81861088406974,CD74;IL1B;RAC1;HLA-DRB1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of neuron death (GO:1901216),2/47,0.0231205576171507,0.0902907453071286,0,0,9.004535147392291,33.92038210413699,GRN;TYROBP,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,cellular response to lipid (GO:0071396),4/219,0.0242646925665423,0.0902907453071286,0,0,3.814922480620155,14.186677991556174,PYCARD;IL1B;GSTP1;VIM,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,non-canonical Wnt signaling pathway (GO:0035567),3/124,0.0243385983169026,0.0902907453071286,0,0,5.055550822186248,18.78486863700217,AP2S1;RAC1;PFN1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,defense response to symbiont (GO:0140546),3/124,0.0243385983169026,0.0902907453071286,0,0,5.055550822186248,18.78486863700217,PYCARD;RNASE6;SAMHD1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of antifungal innate immune response (GO:1905034),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,SPI1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of histone H4 acetylation (GO:0090241),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,SPI1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of leukocyte adhesion to vascular endothelial cell (GO:1904995),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,KLF4,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of mast cell activation involved in immune response (GO:0033007),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,LGALS9,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of fever generation (GO:0031620),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,IL1B,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of hippocampal neuron apoptotic process (GO:0110089),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,TYROBP,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,negative regulation of transforming growth factor beta1 production (GO:0032911),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,TYROBP,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of inflammatory response to wounding (GO:0106014),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,GRN,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of low-density lipoprotein particle receptor catabolic process (GO:0032803),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,ANXA2,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,deoxyribonucleotide metabolic process (GO:0009262),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,SAMHD1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,p38MAPK cascade (GO:0038066),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,LGALS9,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of neutrophil activation (GO:1902563),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,GRN,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of neutrophil degranulation (GO:0043313),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,SPI1,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,peptidyl-cysteine S-nitrosylation (GO:0018119),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,GAPDH,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of plasma membrane organization (GO:1903729),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,GSN,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of respiratory burst involved in inflammatory response (GO:0060264),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,GRN,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of cardiac muscle contraction (GO:0060452),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,RGS2,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,"positive regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000563)",1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,LGALS9,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,regulation of T-helper 1 cell cytokine production (GO:2000554),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,IL1B,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
GO_Biological_Process_2021,positive regulation of glial cell proliferation (GO:0060252),1/5,0.0247535287182936,0.0902907453071286,0,0,50.24242424242424,185.83603697375267,IL1B,6,100,human,GO_Biological_Process_2021,"HLA-DPB1,HLA-DPA1,HLA-DQA1,HLA-DRA,HLA-DRB1,CST3,FCER1A,CD74,HLA-DRB5,HLA-DQB1,HLA-DQA2,LYZ,CLEC10A,HLA-DMA,AP1S2,LSP1,GSTP1,VIM,GRN,LGALS1",0.3360904093310603
